;AUT;CMUNI;CONEIX_ABASCAL;CONEIX_CASADO;CONEIX_IGLESIAS;CONEIX_RIVERA;CONEIX_SANCHEZ;CP;EDAT;EDATCOD;ESTUDIS;HABI;IDEOLOGIA;ID_AUT;ID_CONEIX_ABASCAL;ID_CONEIX_CASADO;ID_CONEIX_IGLESIAS;ID_CONEIX_RIVERA;ID_CONEIX_SANCHEZ;ID_CONTACTO;ID_EDATCOD;ID_ESTUDIS;ID_HABI;ID_IDEOLOGIA;ID_IMP_ELEC;ID_INT_GEN;ID_INT_SIMP_GEN;ID_OCUPACIO;ID_PERTINEN;ID_PREFER_POLITIC;ID_PROB_VOT_GEN;ID_REC_GEN;ID_SEXE;ID_SIMP_GEN;IMP_ELEC;INT_GEN;INT_SIMP_GEN;OCUPACIO;PERTINEN;PREFER_POLITIC;PROB_VOT_GEN;REC_GEN;REGISTRO;SEXE;SIMP_GEN;TIP_TEL;VAL_ABASCAL;VAL_CASADO;VAL_IGLESIAS;VAL_RIVERA;VAL_SANCHEZ
150;Murcia, Región de;99995;Sí;Sí;Sí;Sí;Sí;99998;50;De 45 a 59 años;Obligatorios;De 10.001 a 100.000;Derecha;14;1;1;1;1;1;4605299;3;2;2;5;2;98;98;1;5;98;1;97;2;98.0;Bastante importantes;No sabe;No sabe;Trabajador;Únicamente de su comunidad;No sabe;Votará seguro;No votó;836;Mujer;No sabe;Móviles aleatorios;6.0;8.0;5.0;4.0;7.0
151;Andalucía;41091;Sí;Sí;Sí;Sí;Sí;41003;40;De 30 a 44 años;Universitarios;Más de 500.000;No sabe;1;1;1;1;1;1;4607093;2;5;4;98;1;14;14;1;98;14;1;1;1;;Muy importantes;Vox;Vox;Trabajador;No sabe;Santiago Abascal;Votará seguro;PP;838;Hombre; ;Móviles aleatorios;9.0;8.0;0.0;8.0;0.0
152;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;99998;78;De 60 y más años;Sin estudios obligatorios acabados;De 10.001 a 100.000;Centro derecha;16;1;1;1;1;1;4604897;4;1;2;4;1;4;4;6;1;1;1;1;1;;Muy importantes;C's;C's;Jubilado, pensionista;Únicamente español;Pablo Casado;Votará seguro;PP;852;Hombre; ;Móviles aleatorios;4.0;8.0;0.0;6.0;0.0
153;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28029;58;De 45 a 59 años;Postobligatorios;Más de 500.000;Centro derecha;13;1;1;1;1;1;4644103;3;3;4;4;2;4;4;7;1;4;1;1;2;;Bastante importantes;C's;C's;Tareas del hogar;Únicamente español;Albert Rivera;Votará seguro;PP;864;Mujer; ;Móviles aleatorios;0.0;3.0;1.0;6.0;2.0
154;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;3560;35;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Izquierda;10;1;1;1;1;1;4632106;2;5;2;1;1;5;5;1;4;5;1;13;2;;Muy importantes;Unidas Podemos;Unidas Podemos;Trabajador;Más de su comunidad que español;Pablo Iglesias;Votará seguro;Compromís + Podemos + IU;865;Mujer; ;Móviles aleatorios;0.0;3.0;9.0;0.0;7.0
155;Comunitat Valenciana;46250;Sí;Sí;Sí;Sí;Sí;46014;51;De 45 a 59 años;Postobligatorios profesionales;Más de 500.000;Izquierda;10;1;1;1;1;1;4633487;3;4;4;1;1;2;2;5;98;2;1;13;2;;Muy importantes;PSOE;PSOE;Parado;No sabe;Pedro Sánchez;Votará seguro;Compromís + Podemos + IU;880;Mujer; ;Móviles aleatorios;0.0;0.0;0.0;0.0;7.0
156;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;46185;52;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Centro derecha;10;1;1;1;1;1;4647741;3;5;2;4;2;1;1;1;1;1;1;1;1;;Bastante importantes;PP;PP;Trabajador;Únicamente español;Pablo Casado;Votará seguro;PP;881;Hombre; ;Móviles aleatorios;5.0;8.0;3.0;5.0;3.0
157;Murcia, Región de;99995;Sí;Sí;Sí;Sí;Sí;30840;18;De 18 a 29 años;Obligatorios;De 10.001 a 100.000;Centro;14;1;1;1;1;1;4638910;1;2;2;3;1;4;4;8;3;4;1;97;1;;Muy importantes;C's;C's;Estudiante;Tan español como de su comunidad;Albert Rivera;Votará seguro;No votó;884;Hombre; ;Móviles aleatorios;2.0;5.0;4.0;8.0;3.0
158;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;29130;73;De 60 y más años;Obligatorios;De 10.001 a 100.000;Izquierda;1;1;1;1;1;1;4596287;4;2;2;1;1;2;2;6;3;2;1;5;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;885;Hombre; ;Móviles aleatorios;0.0;3.0;8.0;7.0;9.0
159;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;25410;56;De 45 a 59 años;Universitarios;Hasta 10.000;Centro izquierda;9;1;1;1;1;1;4616027;3;5;1;2;1;6;6;1;5;5;1;6;2;;Muy importantes;JxCat;JxCat;Trabajador;Únicamente de su comunidad;Pablo Iglesias;Votará seguro;CDC;888;Mujer; ;Móviles aleatorios;0.0;0.0;6.0;0.0;4.0
160;Madrid, Comunidad de;28079;No;Sí;Sí;Sí;Sí;28034;35;De 30 a 44 años;Universitarios;Más de 500.000;Centro derecha;13;2;1;1;1;1;4603852;2;5;4;4;2;99;4;1;3;1;1;97;1;4.0;Bastante importantes;No contesta;C's;Trabajador;Tan español como de su comunidad;Pablo Casado;Votará seguro;No votó;890;Hombre;C's;Móviles aleatorios;3.093561417800859;6.0;4.0;6.0;5.0
161;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;8340;56;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Centro izquierda;9;1;1;1;1;1;4644507;3;5;2;2;2;7;7;1;5;97;1;7;1;;Bastante importantes;ERC;ERC;Trabajador;Únicamente de su comunidad;Ninguno de estos;Votará seguro;ERC;901;Hombre; ;Móviles aleatorios;0.0;1.0;5.0;0.0;3.0
162;Andalucía;29067;Sí;Sí;Sí;Sí;Sí;29018;62;De 60 y más años;Universitarios;Más de 500.000;Derecha;1;1;1;1;1;1;4619916;4;5;4;5;1;1;1;1;1;1;1;1;2;;Muy importantes;PP;PP;Trabajador;Únicamente español;Pablo Casado;Votará seguro;PP;911;Mujer; ;Móviles aleatorios;8.0;9.0;0.0;6.0;4.0
163;Catalunya;8019;Sí;Sí;Sí;Sí;Sí;8006;36;De 30 a 44 años;Universitarios;Más de 500.000;Centro izquierda;9;1;1;1;1;1;4640048;2;5;4;2;3;98;98;1;98;97;98;99;1;98.0;Poco importantes;No sabe;No sabe;Trabajador;No sabe;Ninguno de estos;No sabe;No contesta;913;Hombre;No sabe;Móviles aleatorios;0.0;0.0;1.0;0.0;3.0
164;Andalucía;41091;Sí;Sí;Sí;Sí;Sí;41006;62;De 60 y más años;Postobligatorios profesionales;Más de 500.000;Centro izquierda;1;1;1;1;1;1;4641322;4;4;4;2;4;94;97;6;1;97;1;94;1;97.0;Nada importantes;Nulo;Ninguno;Jubilado, pensionista;Únicamente español;Ninguno de estos;Votará seguro;Nulo;915;Hombre;Ninguno;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
165;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;48530;45;De 45 a 59 años;Postobligatorios profesionales;Hasta 10.000;Izquierda;16;1;1;1;1;1;4628312;3;4;1;1;1;99;10;6;5;5;1;99;1;10.0;Muy importantes;No contesta;EH Bildu;Jubilado, pensionista;Únicamente de su comunidad;Pablo Iglesias;Votará seguro;No contesta;921;Hombre;EH Bildu;Móviles aleatorios;0.0;2.0;6.0;2.0;7.0
166;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28914;24;De 18 a 29 años;Universitarios;De 100.001 a 500.000;Centro izquierda;13;1;1;1;1;1;4604351;1;5;3;2;2;98;98;5;2;4;2;97;2;98.0;Bastante importantes;No sabe;No sabe;Parado;Más español que de su comunidad;Albert Rivera;Probablemente sí;No votó;923;Mujer;No sabe;Móviles aleatorios;3.0;5.0;5.0;7.0;7.0
167;Galicia;99995;Sí;Sí;Sí;Sí;Sí;36650;28;De 18 a 29 años;Postobligatorios profesionales;De 10.001 a 100.000;Izquierda;12;1;1;1;1;1;4629467;1;4;2;1;2;2;2;5;3;2;1;11;2;;Bastante importantes;PSOE;PSOE;Parado;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;En marea;928;Mujer; ;Móviles aleatorios;0.0;0.0;5.0;0.0;6.0
168;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;4005;40;De 30 a 44 años;Universitarios;De 100.001 a 500.000;Derecha;1;1;1;1;1;1;4641294;2;5;3;5;1;14;14;1;2;14;1;4;1;;Muy importantes;Vox;Vox;Trabajador;Más español que de su comunidad;Santiago Abascal;Votará seguro;C's;933;Hombre; ;Móviles aleatorios;8.0;6.0;2.0;7.0;3.0
169;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;4120;58;De 45 a 59 años;Obligatorios;De 100.001 a 500.000;Derecha;1;1;1;1;1;1;4635941;3;2;3;5;1;14;14;1;3;14;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Santiago Abascal;Votará seguro;PP;938;Hombre; ;Móviles aleatorios;10.0;6.0;0.0;5.0;0.0
170;Cantabria;99995;Sí;Sí;Sí;Sí;Sí;39006;67;De 60 y más años;Universitarios;De 100.001 a 500.000;Izquierda;6;1;1;1;1;1;4628760;4;5;3;1;2;96;99;6;3;98;1;96;1;99.0;Bastante importantes;En blanco;No contesta;Jubilado, pensionista;Tan español como de su comunidad;No sabe;Votará seguro;En blanco;949;Hombre;No contesta;Móviles aleatorios;8.797266514806378;7.656073808303434;6.417505030181086;7.53522554485555;7.00701051577366
171;Catalunya;8019;Sí;Sí;Sí;Sí;Sí;99998;75;De 60 y más años;Postobligatorios;Más de 500.000;No sabe;9;1;1;1;1;1;4624541;4;3;4;98;1;98;1;6;1;4;1;1;1;1.0;Muy importantes;No sabe;PP;Jubilado, pensionista;Únicamente español;Albert Rivera;Votará seguro;PP;950;Hombre;PP;Móviles aleatorios;10.0;10.0;6.417505030181086;10.0;0.0
172;Castilla - la Mancha;99995;Sí;Sí;Sí;Sí;Sí;13004;38;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Centro derecha;8;1;1;1;1;1;4620902;2;5;2;4;1;1;1;1;1;14;1;1;1;;Muy importantes;PP;PP;Trabajador;Únicamente español;Santiago Abascal;Votará seguro;PP;951;Hombre; ;Móviles aleatorios;9.0;8.0;1.0;5.0;0.0
173;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28027;28;De 18 a 29 años;Universitarios;Más de 500.000;Derecha;13;1;1;1;1;1;4610097;1;5;4;5;1;14;14;1;1;14;1;97;1;;Muy importantes;Vox;Vox;Trabajador;Únicamente español;Santiago Abascal;Votará seguro;No votó;960;Hombre; ;Móviles aleatorios;8.0;4.0;0.0;3.0;0.0
174;Cantabria;99995;Sí;Sí;Sí;Sí;Sí;99999;25;De 18 a 29 años;Universitarios;De 100.001 a 500.000;Centro;6;1;1;1;1;1;4594459;1;5;3;3;1;98;4;1;1;4;1;4;2;4.0;Muy importantes;No sabe;C's;Trabajador;Únicamente español;Albert Rivera;Votará seguro;C's;962;Mujer;C's;Móviles aleatorios;5.0;7.656073808303434;6.0;8.0;6.0
175;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;17180;61;De 60 y más años;Obligatorios;Hasta 10.000;Izquierda;9;1;1;1;1;1;4596375;4;2;1;1;1;2;2;5;3;2;1;2;2;;Muy importantes;PSOE;PSOE;Parado;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;PSOE;979;Mujer; ;Móviles aleatorios;0.0;3.0;4.0;3.0;9.0
176;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;17406;48;De 45 a 59 años;Postobligatorios;Hasta 10.000;Centro izquierda;9;1;1;1;1;1;4625526;3;3;1;2;1;16;16;5;5;5;1;15;2;;Muy importantes;Front Republicà;Front Republicà;Parado;Únicamente de su comunidad;Pablo Iglesias;Votará seguro;PACMA;980;Mujer; ;Móviles aleatorios;0.0;0.0;6.0;0.0;5.0
177;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28917;27;De 18 a 29 años;Postobligatorios;De 100.001 a 500.000;Centro izquierda;13;1;1;1;1;1;4647834;1;3;3;2;2;5;5;5;3;5;1;2;1;;Bastante importantes;Unidas Podemos;Unidas Podemos;Parado;Tan español como de su comunidad;Pablo Iglesias;Votará seguro;PSOE;988;Hombre; ;Móviles aleatorios;0.0;3.0;8.0;7.53522554485555;5.0
178;Catalunya;8019;Sí;Sí;Sí;Sí;Sí;8012;47;De 45 a 59 años;Postobligatorios;Más de 500.000;Centro izquierda;9;1;1;1;1;1;4625935;3;3;4;2;3;97;7;1;5;5;4;7;1;7.0;Poco importantes;No votaría;ERC;Trabajador;Únicamente de su comunidad;Pablo Iglesias;Seguro que no;ERC;990;Hombre;ERC;Móviles aleatorios;2.0;2.0;6.0;2.0;5.0
179;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;46900;28;De 18 a 29 años;Universitarios;De 10.001 a 100.000;Izquierda;10;1;1;1;1;1;4601293;1;5;2;1;1;5;5;1;3;5;1;13;2;;Muy importantes;Unidas Podemos;Unidas Podemos;Trabajador;Tan español como de su comunidad;Pablo Iglesias;Votará seguro;Compromís + Podemos + IU;993;Mujer; ;Móviles aleatorios;0.0;3.0;7.0;5.0;6.0
180;Balears, Illes;99995;No;Sí;Sí;Sí;Sí;99998;32;De 30 a 44 años;Obligatorios;De 100.001 a 500.000;Izquierda;4;2;1;1;1;1;4612410;2;2;3;1;4;96;99;1;99;5;2;7;1;99.0;Nada importantes;En blanco;No contesta;Trabajador;No contesta;Pablo Iglesias;Probablemente sí;ERC;996;Hombre;No contesta;Móviles aleatorios;3.093561417800859;0.0;7.0;0.0;2.0
181;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;29620;81;De 60 y más años;Obligatorios;De 10.001 a 100.000;Derecha;1;1;1;1;1;1;4623261;4;2;2;5;1;4;4;6;5;4;98;1;1;;Muy importantes;C's;C's;Jubilado, pensionista;Únicamente de su comunidad;Albert Rivera;No sabe;PP;1006;Hombre; ;Móviles aleatorios;3.0;3.0;3.0;9.0;8.0
182;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;3330;37;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Centro derecha;10;1;1;1;1;1;4646343;2;5;2;4;1;14;14;1;3;98;1;1;2;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;No sabe;Votará seguro;PP;1017;Mujer; ;Móviles aleatorios;6.0;4.0;3.0;5.0;0.0
183;Balears, Illes;99995;Sí;Sí;Sí;Sí;Sí;7450;59;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Centro derecha;4;1;1;1;1;1;4645741;3;5;2;4;2;1;1;6;3;1;2;1;1;;Bastante importantes;PP;PP;Jubilado, pensionista;Tan español como de su comunidad;Pablo Casado;Probablemente sí;PP;1024;Hombre; ;Móviles aleatorios;3.0;7.0;5.0;7.0;4.0
184;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;1010;50;De 45 a 59 años;Postobligatorios profesionales;De 100.001 a 500.000;Izquierda;16;1;1;1;1;1;4638690;3;4;3;1;2;2;2;1;3;2;1;2;2;;Bastante importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;PSOE;1027;Mujer; ;Móviles aleatorios;0.0;2.0;8.0;4.0;8.0
185;Comunitat Valenciana;46250;Sí;Sí;Sí;Sí;Sí;46014;52;De 45 a 59 años;Universitarios;Más de 500.000;Izquierda;10;1;1;1;1;1;4605869;3;5;4;1;1;2;2;1;3;2;1;13;2;;Muy importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Compromís + Podemos + IU;1029;Mujer; ;Móviles aleatorios;0.0;0.0;4.0;3.0;7.0
186;Catalunya;99995;No;No;Sí;Sí;Sí;8207;47;De 45 a 59 años;Postobligatorios;De 100.001 a 500.000;Centro izquierda;9;2;2;1;1;1;4626329;3;3;3;2;1;2;2;1;98;5;3;97;1;;Muy importantes;PSOE;PSOE;Trabajador;No sabe;Pablo Iglesias;Probablemente no;No votó;1048;Hombre; ;Móviles aleatorios;3.093561417800859;3.894485893630233;8.0;7.0;7.0
187;Navarra, Com. Foral de;99995;Sí;Sí;Sí;Sí;Sí;31191;36;De 30 a 44 años;Universitarios;Hasta 10.000;Centro;15;1;1;1;1;1;4649106;2;5;1;3;1;98;17;1;3;4;2;1;2;17.0;Muy importantes;No sabe;Navarra Suma;Trabajador;Tan español como de su comunidad;Albert Rivera;Probablemente sí;PP;1050;Mujer;Navarra Suma;Móviles aleatorios;5.0;7.0;0.0;8.0;5.0
188;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;18230;35;De 30 a 44 años;Postobligatorios profesionales;De 10.001 a 100.000;Izquierda;1;1;1;1;1;1;4604523;2;4;2;1;1;2;2;1;1;2;1;2;2;;Muy importantes;PSOE;PSOE;Trabajador;Únicamente español;Pedro Sánchez;Votará seguro;PSOE;1053;Mujer; ;Móviles aleatorios;0.0;0.0;6.0;7.0;7.0
189;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;24200;73;De 60 y más años;Postobligatorios;Hasta 10.000;Centro izquierda;7;1;1;1;1;1;4616959;4;3;1;2;1;2;2;6;3;2;2;2;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Probablemente sí;PSOE;1056;Hombre; ;Móviles aleatorios;1.0;3.0;5.0;3.0;7.0
190;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;46136;68;De 60 y más años;Obligatorios;Hasta 10.000;Izquierda;10;1;1;1;1;1;4629630;4;2;1;1;1;5;5;6;3;2;1;13;1;;Muy importantes;Unidas Podemos;Unidas Podemos;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Compromís + Podemos + IU;1066;Hombre; ;Móviles aleatorios;0.0;0.0;6.0;0.0;7.0
191;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28023;70;De 60 y más años;Universitarios;Más de 500.000;Izquierda;13;1;1;1;1;1;4595589;4;5;4;1;1;2;2;6;1;2;1;2;2;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente español;Pedro Sánchez;Votará seguro;PSOE;1067;Mujer; ;Móviles aleatorios;0.0;2.0;6.0;3.0;8.0
192;Andalucía;29067;Sí;Sí;Sí;Sí;Sí;29910;54;De 45 a 59 años;Universitarios;Más de 500.000;Izquierda;1;1;1;1;1;1;4624453;3;5;4;1;2;98;99;1;3;2;2;2;1;99.0;Bastante importantes;No sabe;No contesta;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Probablemente sí;PSOE;1080;Hombre;No contesta;Móviles aleatorios;8.797266514806378;7.656073808303434;6.417505030181086;7.53522554485555;7.0
193;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;47011;66;De 60 y más años;Postobligatorios profesionales;De 100.001 a 500.000;Centro izquierda;7;1;1;1;1;1;4622430;4;4;3;2;1;2;2;6;1;2;1;2;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente español;Pedro Sánchez;Votará seguro;PSOE;1082;Hombre; ;Móviles aleatorios;2.0;4.0;2.0;3.0;7.0
194;Madrid, Comunidad de;99995;Sí;Sí;Sí;Sí;Sí;28805;64;De 60 y más años;Postobligatorios;De 100.001 a 500.000;Centro izquierda;13;1;1;1;1;1;4642454;4;3;3;2;2;4;4;6;3;4;1;2;1;;Bastante importantes;C's;C's;Jubilado, pensionista;Tan español como de su comunidad;Albert Rivera;Votará seguro;PSOE;1083;Hombre; ;Móviles aleatorios;1.0;5.0;2.0;6.0;3.0
195;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28053;77;De 60 y más años;Sin estudios obligatorios acabados;Más de 500.000;Izquierda;13;1;1;1;1;1;4597071;4;1;4;1;1;2;2;6;1;2;1;2;2;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente español;Pedro Sánchez;Votará seguro;PSOE;1085;Mujer; ;Móviles aleatorios;0.0;0.0;5.0;0.0;10.0
196;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;41520;42;De 30 a 44 años;Postobligatorios profesionales;De 10.001 a 100.000;Izquierda;1;1;1;1;1;1;4642589;2;4;2;1;1;2;2;1;1;2;1;5;1;;Muy importantes;PSOE;PSOE;Trabajador;Únicamente español;Pedro Sánchez;Votará seguro;Unidos Podemos;1091;Hombre; ;Móviles aleatorios;10.0;4.0;10.0;3.0;6.0
197;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;8290;41;De 30 a 44 años;Postobligatorios profesionales;De 10.001 a 100.000;Izquierda;9;1;1;1;1;1;4596625;2;4;2;1;1;98;2;1;98;2;1;8;1;2.0;Muy importantes;No sabe;PSOE;Trabajador;No sabe;Pedro Sánchez;Votará seguro;En Comú Podem;1093;Hombre;PSOE;Móviles aleatorios;0.0;5.0;3.0;7.0;7.0
198;Navarra, Com. Foral de;99995;No;No;Sí;Sí;Sí;31400;22;De 18 a 29 años;Postobligatorios profesionales;Hasta 10.000;No sabe;15;2;2;1;1;1;4626858;1;4;1;98;2;2;2;1;3;2;2;2;2;;Bastante importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Probablemente sí;PSOE;1102;Mujer; ;Móviles aleatorios;3.093561417800859;3.894485893630233;6.0;6.0;9.0
199;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;49694;56;De 45 a 59 años;Obligatorios;Hasta 10.000;Centro derecha;7;1;1;1;1;1;4630603;3;2;1;4;2;98;97;1;3;98;2;97;2;97.0;Bastante importantes;No sabe;Ninguno;Trabajador;Tan español como de su comunidad;No sabe;Probablemente sí;No votó;1103;Mujer;Ninguno;Móviles aleatorios;5.0;5.0;5.0;5.0;5.0
200;Murcia, Región de;99995;Sí;Sí;Sí;Sí;Sí;30010;24;De 18 a 29 años;Postobligatorios profesionales;De 100.001 a 500.000;Centro izquierda;14;1;1;1;1;1;4641188;1;4;3;2;1;98;2;8;3;2;1;5;1;2.0;Muy importantes;No sabe;PSOE;Estudiante;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;1108;Hombre;PSOE;Móviles aleatorios;0.0;1.0;7.0;6.0;8.0
201;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;24420;59;De 45 a 59 años;Postobligatorios;Hasta 10.000;Izquierda;7;1;1;1;1;1;4620226;3;3;1;1;1;2;2;6;3;2;1;5;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;1118;Hombre; ;Móviles aleatorios;0.0;6.0;5.0;0.0;7.0
202;Comunitat Valenciana;46250;Sí;Sí;Sí;Sí;Sí;46005;52;De 45 a 59 años;Universitarios;Más de 500.000;Centro derecha;10;1;1;1;1;1;4628268;3;5;4;4;4;97;14;1;3;14;4;13;1;14.0;Nada importantes;No votaría;Vox;Trabajador;Tan español como de su comunidad;Santiago Abascal;Seguro que no;Compromís + Podemos + IU;1125;Hombre;Vox;Móviles aleatorios;6.0;3.0;0.0;3.0;5.0
203;Cantabria;99995;Sí;Sí;Sí;Sí;Sí;39300;61;De 60 y más años;Universitarios;De 10.001 a 100.000;Izquierda;6;1;1;1;1;1;4622230;4;5;2;1;2;2;2;1;3;2;1;5;1;;Bastante importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votará seguro;Unidos Podemos;1128;Hombre; ;Móviles aleatorios;0.0;3.0;4.0;4.0;6.0
204;Catalunya;99995;No;Sí;Sí;Sí;Sí;17410;19;De 18 a 29 años;Postobligatorios profesionales;Hasta 10.000;No sabe;9;2;1;1;1;1;4609306;1;4;1;98;3;98;97;1;3;5;3;97;1;97.0;Poco importantes;No sabe;Ninguno;Trabajador;Tan español como de su comunidad;Pablo Iglesias;Probablemente no;No votó;1130;Hombre;Ninguno;Móviles aleatorios;3.093561417800859;7.656073808303434;6.417505030181086;7.53522554485555;7.00701051577366
205;Canarias;99995;Sí;Sí;Sí;Sí;Sí;35011;57;De 45 a 59 años;Postobligatorios profesionales;De 100.001 a 500.000;Derecha;5;1;1;1;1;1;4595682;3;4;3;5;4;97;4;1;1;4;4;1;1;4.0;Nada importantes;No votaría;C's;Trabajador;Únicamente español;Albert Rivera;Seguro que no;PP;1140;Hombre;C's;Móviles aleatorios;4.0;4.0;1.0;6.0;1.0
206;Navarra, Com. Foral de;99995;Sí;Sí;Sí;Sí;Sí;31001;53;De 45 a 59 años;Postobligatorios profesionales;De 100.001 a 500.000;Izquierda;15;1;1;1;1;1;4614652;3;4;3;1;2;2;2;7;4;2;1;2;2;;Bastante importantes;PSOE;PSOE;Tareas del hogar;Más de su comunidad que español;Pedro Sánchez;Votará seguro;PSOE;1141;Mujer; ;Móviles aleatorios;1.0;5.0;5.0;5.0;7.0
207;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;25006;28;De 18 a 29 años;Universitarios;De 100.001 a 500.000;Centro derecha;9;1;1;1;1;1;4639136;1;5;3;4;1;7;7;1;4;2;1;97;1;;Muy importantes;ERC;ERC;Trabajador;Más de su comunidad que español;Pedro Sánchez;Votará seguro;No votó;1143;Hombre; ;Móviles aleatorios;0.0;0.0;3.0;0.0;7.0
208;Comunitat Valenciana;99995;No;Sí;Sí;Sí;Sí;3182;21;De 18 a 29 años;Universitarios;De 10.001 a 100.000;Derecha;10;2;1;1;1;1;4619173;1;5;2;5;98;2;2;1;3;98;1;2;2;;No sabe;PSOE;PSOE;Trabajador;Tan español como de su comunidad;No sabe;Votará seguro;PSOE;1145;Mujer; ;Móviles aleatorios;3.093561417800859;5.0;3.0;5.0;6.0
209;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;48950;48;De 45 a 59 años;Postobligatorios profesionales;De 10.001 a 100.000;Centro izquierda;16;1;1;1;1;1;4629659;3;4;2;2;1;98;9;1;3;5;1;5;1;9.0;Muy importantes;No sabe;PNV;Trabajador;Tan español como de su comunidad;Pablo Iglesias;Votará seguro;Unidos Podemos;1148;Hombre;PNV;Móviles aleatorios;2.0;2.0;6.0;3.0;4.0
210;Cantabria;99995;Sí;Sí;Sí;Sí;Sí;39350;51;De 45 a 59 años;Universitarios;Hasta 10.000;Centro izquierda;6;1;1;1;1;1;4633759;3;5;1;2;2;14;14;1;2;14;1;97;1;;Bastante importantes;Vox;Vox;Trabajador;Más español que de su comunidad;Santiago Abascal;Votará seguro;No votó;1151;Hombre; ;Móviles aleatorios;4.0;4.0;0.0;2.0;2.0
211;Catalunya;8019;Sí;Sí;Sí;Sí;Sí;8035;30;De 30 a 44 años;Universitarios;Más de 500.000;Izquierda;9;1;1;1;1;1;4613455;2;5;4;1;1;8;8;1;3;5;1;8;2;;Muy importantes;En Comú Podem;En Comú Podem;Trabajador;Tan español como de su comunidad;Pablo Iglesias;Votará seguro;En Comú Podem;1154;Mujer; ;Móviles aleatorios;0.0;0.0;7.0;0.0;5.0
